Test Case Specification: Admin & System Management (v2.0),,,,,,,,,,,,
TC-SEC-004,BR-001,FR-01,Verify XSS Prevention,ตรวจสอบระบบป้องกันการโจมตีทางไซเบอร์ประเภท XSS บนช่องกรอกข้อมูล Admin,Penetration Testing / Injection Safe,"ผู้ใช้อยู่ที่หน้าจอ Admin UI ของระบบ""","Input Fields: ช่องกรอกข้อมูลทั้งหมดในหน้า Admin (User Name, Description, etc.)","1. Admin พยายามกรอกค่าชุดคำสั่ง JavaScript ในช่องกรอกข้อมูลต่างๆ เช่น <script>alert('XSS')</script>

2. คลิกปุ่มบันทึกหรือส่งข้อมูล","1. ระบบต้องทำงานได้ปกติและไม่เกิดการ execute JavaScript ใดๆ

2. ข้อมูลขาเข้าถูกตรวจสอบและกรองอย่างปลอดภัยผ่านโครงสร้าง React/Next.js sanitization

3. ระบบแสดงข้อมูลเป็น Plain Text โดยไม่ execute script ใดๆ",,,
TC-SEC-005,BR-001,FR-01,Verify CSRF Protection,ตรวจสอบระบบป้องกันการโจมตีทางไซเบอร์ประเภท CSRF บนการกระทำของ Admin,Security Testing / CSRF Protection,"ผู้ใช้อยู่ที่หน้าจอ Admin UI ของระบบและล็อกอินอยู่""","Action: การกระทำที่มีผลต่อข้อมูล (Create User, Delete User, Change Role, etc.)","1. Admin พยายามส่งคำขอ POST โดยตรงโดยไม่มี CSRF Token

2. ตรวจสอบว่าระบบปฏิเสธคำขอหรือไม่","1. ระบบต้องปฏิเสธคำขอที่ไม่มี CSRF Token ที่ถูกต้อง

2. ระบบต้องส่งคืนค่า HTTP Status 403 Forbidden

3. ระบบต้องไม่ดำเนินการใดๆ ที่มีผลต่อข้อมูล",,,
TC-SEC-006,BR-001,FR-01,Rate Limiting on Admin API,ตรวจสอบ Rate Limiting บน Admin API Endpoints,Security Testing / Boundary,1. Admin ล็อกอิน,Request: 100 requests/second,1. ส่ง HTTP Request ไปยัง Admin API 100 ครั้งใน 1 วินาที,"1. ระบบส่ง HTTP 429 Too Many Requests
2. ระบบบล็อกคำขอชั่วคราว
3. ระบบบันทึก Audit Log Rate Limit Triggered",,,
TC-SEC-007,BR-001,FR-19,Verify API Key Encryption in DB,ตรวจสอบการเข้ารหัส API Key ในฐานข้อมูล,Compliance Audit / Database Security,1. มี LLM Model ที่มี API Key ในระบบ,DB Query: SELECT api_key FROM llm_models,1. ตรวจสอบค่าในคอลัมน์ api_key ในตาราง llm_models,"1. API Key ถูกเข้ารหัสด้วย AES-256
2. ไม่มี Plaintext API Key ในฐานข้อมูล
3. ค่าที่เก็บเป็น Ciphertext เท่านั้น",,,
TC-SEC-008,BR-001,FR-19,Verify Data Source Password Encryption,ตรวจสอบการเข้ารหัส Password ของ Data Source ในฐานข้อมูล,Compliance Audit / Database Security,1. มี Data Source ที่มี Password ในระบบ,DB Query: SELECT password FROM data_sources,1. ตรวจสอบค่าในคอลัมน์ password ในตาราง data_sources,"1. Password ถูกเข้ารหัสด้วย AES-256
2. ไม่มี Plaintext Password ในฐานข้อมูล",,,
Permission,,,,,,,,,,,,
TC-PER-001,BR-001,FR-04,Verify Admin Permission Enforcement,ตรวจสอบการบังคับใช้สิทธิ์ Admin ในทุกเลเยอร์ของระบบ,Security Testing / Permission Enforcement,Admin ล็อกอินเข้าระบบเรียบร้อยแล้ว,"Action: การกระทำทั้งหมดที่ Admin สามารถทำได้ (Create User, Delete User, Change Role, Create Workspace, etc.)","1. Admin ทำการกระทำต่างๆ ในระบบ

2. ตรวจสอบว่าระบบอนุญาตการกระทำทั้งหมดของ Admin","1. ระบบต้องอนุญาตการกระทำทั้งหมดของ Admin ในทุกเลเยอร์ (UI, API, Backend)

2. ระบบต้องไม่บล็อกการกระทำใดๆ ของ Admin

3. ระบบต้องบันทึกประวัติการทำงาน (Audit Log) ทุกการกระทำของ Admin",,,
TC-PER-002,BR-001,FR-04,Verify Non-Admin Permission Restriction,ตรวจสอบการจำกัดสิทธิ์ผู้ใช้ที่ไม่ใช่ Admin,Security Testing / Permission Enforcement,ผู้ใช้ที่ไม่ใช่ Admin ล็อกอินเข้าระบบเรียบร้อยแล้ว,"Action: การกระทำที่เฉพาะ Admin เท่านั้น (Create User, Delete User, Change Role, Create Workspace, etc.)","1. ผู้ใช้ที่ไม่ใช่ Admin พยายามทำการกระทำที่เฉพาะ Admin

2. ตรวจสอบว่าระบบปฏิเสธการกระทำหรือไม่","1. ระบบต้องปฏิเสธการกระทำที่เฉพาะ Admin ในทุกเลเยอร์ (UI, API, Backend)

2. ระบบต้องซ่อนปุ่ม/เมนูที่ไม่ได้รับอนุญาตใน UI

3. ระบบต้องส่งคืนค่า HTTP Status 403 Forbidden สำหรับ API Request

4. ระบบต้องบันทึกประวัติการทำงาน (Audit Log) เหตุการณ์ Permission Denied",,,
TC-PER-003,BR-001,FR-04,Verify Multi-tenant Data Separation,ตรวจสอบการแยกข้อมูลข้าม Workspace อย่างปลอดภัย,Security Testing / Multi-tenant Gate,User A (Admin ใน Workspace 1) และ User B (Admin ใน Workspace 2),Workspace 1 Data vs Workspace 2 Data,1. Admin ใน Workspace 1 พยายามยิง Direct HTTP Request ส่ง Request ไปยัง API Endpoint ของ Workspace 2,"1. ระบบส่วนหลัง Axum บล็อกคำขออย่างปลอดภัยและส่งคืนค่า HTTP Status 403 Forbidden

2. ข้อมูลถูกตัดขาดและแบ่งสิทธิ์ Multi-tenant อย่างเด็ดขาด

3. ระบบบันทึกประวัติการทำงาน (Audit Log) เหตุการณ์ Cross-Workspace Access Denied",,,
TC-SADMIN-001,BR-001,FR-04,Super Admin - Promote User to Admin,ตรวจสอบการเลื่อนตำแหน่งผู้ใช้เป็น Admin โดย Super Admin,Functional Testing / Positive Test,1. Super Admin ล็อกอิน 2. มีผู้ใช้ที่ต้องการเลื่อนตำแหน่ง,"Target: user@genbi.io
New Role: Admin","1. ไปที่หน้า Super Admin > Users
2. เลือกผู้ใช้
3. เปลี่ยน Role เป็น Admin
4. คลิก Save","1. ระบบอัปเดต Role สำเร็จ
2. ผู้ใช้เข้าถึง Admin Dashboard ได้
3. ระบบบันทึก Audit Log Role Promoted",,,
TC-SADMIN-002,BR-001,FR-04,Super Admin - Demote Admin to User,ตรวจสอบการลดตำแหน่ง Admin เป็น User โดย Super Admin,Functional Testing / Positive Test,1. Super Admin ล็อกอิน 2. มี Admin ที่ต้องการลดตำแหน่ง,"Target: admin2@genbi.io
New Role: User","1. ไปที่หน้า Super Admin > Users
2. เลือก Admin
3. เปลี่ยน Role เป็น User
4. คลิก Save","1. ระบบอัปเดต Role สำเร็จ
2. ผู้ใช้ไม่สามารถเข้าถึง Admin Dashboard ได้อีก
3. Session ของผู้ใช้ถูกทำลาย
4. ระบบบันทึก Audit Log Role Demoted",,,
TC-SADMIN-003,BR-001,FR-04,Admin Cannot Promote to Super Admin,ตรวจสอบการปฏิเสธเมื่อ Admin พยายามเลื่อนตำแหน่งเป็น Super Admin,Security Testing / Negative Test,1. Admin (ไม่ใช่ Super Admin) ล็อกอิน,"Target: self
Action: Promote to Super Admin",1. Admin พยายามเปลี่ยน Role ตัวเองเป็น Super Admin,"1. ระบบปฏิเสธ
2. ระบบแสดง ""Insufficient permissions""
3. ระบบบันทึก Audit Log Permission Denied",,,
 Integration,,,,,,,,,,,,
TC-INT-001,BR-001,FR-08,Verify Admin Dashboard Integration,ตรวจสอบการทำงานร่วมกันของ Admin Dashboard กับระบบอื่นๆ,Integration Testing / End-to-End,Admin ล็อกอินเข้าระบบเรียบร้อยแล้ว,N/A,"1. Admin เปิด Admin Dashboard

2. ตรวจสอบข้อมูลจากทุก Module (User Management, Role Configuration, Data Source, Model Management, Audit Log, System Health)","1. ระบบแสดงข้อมูลจากทุก Module อย่างถูกต้อง

2. ข้อมูลที่แสดงตรงตามข้อมูลจริงในระบบ

3. ระบบอัปเดตข้อมูลแบบ Real-time หรือตาม Cache TTL ที่กำหนด

4. ระบบไม่มี Error ในการดึงข้อมูลจากแต่ละ Module",,,
TC-INT-002,BR-001,FR-08,Verify Audit Log Integration,ตรวจสอบการทำงานร่วมกันของ Audit Log กับระบบอื่นๆ,Integration Testing / End-to-End,Admin ล็อกอินเข้าระบบเรียบร้อยแล้ว,"Action: การกระทำต่างๆ ในระบบ (Create User, Change Role, etc.)","1. Admin ทำการกระทำต่างๆ ในระบบ

2. ตรวจสอบ Audit Log Dashboard","1. ระบบต้องบันทึกประวัติการทำงาน (Audit Log) ทุกการกระทำสำเร็จ

2. Audit Log ต้องปรากฏใน Audit Log Dashboard ทันทีหรือตาม Cache TTL

3. ข้อมูลใน Audit Log ต้องถูกต้องและครบถ้วน

4. ระบบไม่มี Error ในการบันทึก Audit Log",,,
TC-INT-003,BR-001,FR-17,Verify Data Source Integration,ตรวจสอบการทำงานร่วมกันของ Data Source กับระบบ Query Execution,Integration Testing / End-to-End,Admin ล็อกอินเข้าระบบเรียบร้อยแล้วและมี Data Source ที่เชื่อมต่อได้อยู่ในระบบ,Target Data Source: Sales DW,"1. Admin ทดสอบการเชื่อมต่อ Data Source

2. ผู้ใช้ที่มีสิทธิ์ส่งคำถามผ่าน Chat UI

3. ตรวจสอบว่า Query สามารถรันได้","1. ระบบต้องเชื่อมต่อกับ Data Source สำเร็จ

2. ระบบต้องสามารถรัน Query ผ่าน Data Source ที่เชื่อมต่อได้

3. ผลลัพธ์ที่ได้ต้องถูกต้องตามข้อมูลใน Data Source

4. ระบบไม่มี Error ในการ Query ข้อมูล",,,
TC-INT-004,BR-001,FR-17,Verify LLM Model Integration,ตรวจสอบการทำงานร่วมกันของ LLM Model กับระบบ Text-to-SQL,Integration Testing / End-to-End,"Admin ล็อกอินเข้าระบบเรียบร้อยแล้วและมี LLM Model ที่ลงทะเบียนไว้อยู่ในระบบ""",Target Model: GPT-4o,"1. Admin ทดสอบการเชื่อมต่อ LLM Model

2. ผู้ใช้ที่มีสิทธิ์ส่งคำถามผ่าน Chat UI

3. ตรวจสอบว่า LLM สามารถสร้าง SQL ได้","1. ระบบต้องเชื่อมต่อกับ LLM Model สำเร็จ

2. ระบบต้องสามารถส่งคำถามไปยัง LLM Model ได้

3. LLM Model ต้องสร้าง SQL ที่ถูกต้อง

4. ระบบไม่มี Error ในการสื่อสารกับ LLM Model",,,
TC-INT-005,BR-001,FR-08,Verify SSE Notification Integration,ตรวจสอบการทำงานร่วมกันของ SSE Notification กับ Audit Log,Integration Testing / End-to-End,1. Admin ล็อกอิน 2. มี Notification System ทำงาน,N/A,"1. ทำ Action ที่ทำให้เกิด Notification
2. ตรวจสอบ SSE Stream
3. ตรวจสอบ Audit Log","1. Notification ส่งผ่าน SSE สำเร็จ
2. Audit Log บันทึกเหตุการณ์สำเร็จ
3. ข้อมูลตรงกันทั้งสองระบบ",,,
TC-INT-006,BR-001,FR-12,Verify Knowledge Base Integration with RAG,ตรวจสอบการทำงานร่วมกันของ Knowledge Base กับ RAG Pipeline,Integration Testing / End-to-End,1. มี Knowledge Items ในระบบ 2. Data Source เชื่อมต่อแล้ว,"Question: ""นิยามยอดขายคืออะไร""","1. ส่งคำถามที่ต้องอ้างอิง Glossary
2. ตรวจสอบผลลัพธ์","1. RAG ดึง Context จาก Knowledge Base สำเร็จ
2. ผลลัพธ์อ้างอิงนิยามจาก Glossary
3. SQL ที่สร้างถูกต้องตามนิยาม",,,
